province,make,model,model_year,condition,vehicles,price_p10,price_p25,price_median,price_p75,price_p90,price_mean,mileage_median,days_on_market_median
AB,Ford,F-150,2021,Used,90,28599,32496,38303,44448,47099,38387,121939,24
AB,Ford,F-150,2022,Used,160,31000,35886,41842,48996,52889,42354,106248,26
AB,Ford,F-150,2023,Used,238,37966,44423,50402,58239,63942,51691,85658,32
AB,Ford,F-150,2024,Used,259,45986,48990,53990,61604,69100,56412,59488,32
AB,Ford,F-150,2025,New,17,63651,68098,77285,88965,93371,77888,30,54
AB,Ford,F-150,2025,Used,132,51900,54927,60898,71800,82027,66777,32022,42
AB,Ford,F-150,2026,New,3992,66615,71821,79452,87517,97937,81648,15,38
AB,Ford,F-150,2026,Used,24,67363,70463,76900,82268,85584,75891,7429,54
AB,Ford,F-250,2026,New,73,68417,71525,82464,93949,112740,85804,16,35
AB,Ford,F-350,2022,Used,20,53599,59988,70248,81864,86772,69747,124585,40
AB,Ford,F-350,2023,Used,12,57036,63393,71349,81489,89666,72037,91234,34
AB,Ford,F-350,2024,Used,17,73638,86900,91385,106995,108876,92109,53265,52
AB,Ford,F-350,2025,Used,10,76295,83192,94248,96420,101210,90507,49430,22
AB,Ford,F-350,2026,New,566,87014,96629,107694,118903,126426,107549,16,54
AB,Ford,F-350,2026,Used,14,84291,97888,99130,108832,111084,100180,24016,57
AB,Ford,F-350,2027,New,13,92264,116556,122603,128473,135565,118985,10,24
AB,Ford,F-450,2026,New,54,99015,104464,117209,129526,138913,115001,10,32
AB,Ford,Focus,2012,Used,13,6000,6900,7500,8900,10671,8924,133491,37
AB,Ford,Focus,2014,Used,10,6630,6996,7492,7999,8950,7557,146088,20
AB,Ford,Focus,2017,Used,14,8996,9912,10725,12062,16099,12802,132614,27
AB,Ford,Focus,2018,Used,11,9388,9724,10500,13448,19977,13669,136010,31
AB,Ford,Fusion,2017,Used,16,8296,9996,12440,15165,16248,12601,131580,32
AB,Ford,Maverick,2022,Used,16,25409,28348,30988,35652,36995,31922,71714,32
AB,Ford,Maverick,2024,Used,16,29994,32732,34704,36312,39396,34673,36928,38
AB,Ford,Maverick,2025,Used,20,37995,38970,43794,47110,48315,43653,14840,32
AB,Ford,Maverick,2026,New,427,40639,43164,46244,49561,51981,46316,18,52
AB,Ford,Mustang,2015,Used,15,16391,18444,21888,28985,32398,23900,102745,30
AB,Ford,Mustang,2016,Used,10,16810,17550,22592,28878,65310,30222,87300,30
AB,Ford,Mustang,2017,Used,17,20595,21995,25995,35000,72337,34175,59355,38
AB,Ford,Mustang,2019,Used,10,26095,36623,43498,50110,53034,42663,66240,20
AB,Ford,Mustang,2021,Used,11,40888,43444,47269,55452,67249,55908,38982,34
AB,Ford,Mustang,2022,Used,19,33580,42344,45988,54942,68447,53869,28119,37
AB,Ford,Mustang,2024,Used,16,39384,47502,54193,69771,77494,56752,8500,36
AB,Ford,Mustang,2025,Used,25,35640,36498,39908,39990,50160,41093,35715,55
AB,Ford,Mustang,2026,New,172,47526,54065,64329,74553,95179,73889,12,54
AB,Ford,Mustang Mach-E,2026,New,102,50862,53541,56983,59316,62594,56724,5,20
AB,Ford,Ranger,2024,Used,16,42248,44372,48690,51420,62444,49923,41117,32
AB,Ford,Ranger,2025,New,21,48899,51999,57600,59999,81124,59080,48,60
AB,Ford,Ranger,2025,Used,12,44916,47062,53246,56377,72235,55629,11814,32
AB,Ford,Ranger,2026,New,490,49434,52536,57407,61284,83502,59409,19,53
AB,Ford,Super Duty,2026,New,16,87204,90843,101944,109870,114914,101292,16,60
AB,Ford,Super Duty F-250 SRW,2026,New,39,71812,75597,78489,84432,96088,81657,30,25
AB,Ford,Super Duty F-350 DRW,2026,New,30,89004,93055,105990,112561,120112,103623,23,40
AB,Ford,Super Duty F-350 SRW,2021,Used,10,49448,59575,62942,68740,73580,62555,162830,18
AB,Ford,Super Duty F-350 SRW,2022,Used,30,49210,60490,70448,75342,80092,67268,131957,31
AB,Ford,Super Duty F-350 SRW,2023,Used,15,51187,56954,67995,78597,84758,68487,106500,24
AB,Ford,Super Duty F-350 SRW,2024,Used,16,61306,69468,83942,89998,100388,80765,57817,54
AB,Ford,Super Duty F-350 SRW,2026,New,284,85052,97270,106682,112804,118360,104337,18,53
AB,Ford,Super Duty F-350 SRW,2027,New,14,85982,121174,129319,133994,139060,121967,5,4
AB,Ford,Super Duty F-450 DRW,2026,New,47,114019,119313,126994,129690,132363,124135,30,18
AB,Ford,Transit,2019,Used,12,16386,21466,28398,39231,46295,30336,171254,29
AB,Ford,Transit,2020,Used,11,22977,28995,35995,37694,49478,34519,136219,31
AB,Ford,Transit,2021,Used,18,29530,33864,36498,39863,46148,37176,99866,38
AB,Ford,Transit,2022,Used,13,31629,41988,45988,46900,57932,44445,71555,38
AB,Ford,Transit,2023,Used,11,47997,48860,57500,63854,74551,58001,65481,24
AB,Ford,Transit,2024,Used,12,44096,44990,57288,69834,72691,58734,55582,36
AB,Ford,Transit,2025,New,19,58952,64496,67580,81588,87442,70907,25,55
AB,Ford,Transit,2025,Used,35,49390,51386,53990,57939,62795,56051,31304,39
AB,Ford,Transit,2026,New,145,64490,68999,75689,81034,88080,75604,20,51
AB,Ford,Transit,2027,New,39,71523,74292,77095,87052,91340,78719,1,29
AB,Ford,lincoln,2026,New,34,37027,38750,74639,97236,110609,71260,10,62
AB,GMC,Acadia,2018,Used,11,15988,17948,18995,21090,22995,19441,154805,37
AB,GMC,Acadia,2020,Used,11,24977,25496,29998,31492,36680,29246,110744,13
AB,GMC,Acadia,2023,Used,23,33087,35678,39995,42738,45347,39246,77494,24
AB,GMC,Acadia,2026,New,206,59624,63887,66882,72928,77698,68174,10,58
AB,GMC,Acadia,2026,Used,13,60137,60869,63092,65074,76469,65374,3605,52
AB,GMC,Acadia,2027,New,48,68793,70003,77334,80967,81703,75372,15,20
AB,GMC,Canyon,2024,Used,21,42026,46994,50480,54397,55987,49755,42325,24
AB,GMC,Canyon,2026,New,253,57001,59454,61718,66108,69973,63069,10,53
AB,GMC,Canyon,2026,Used,16,53476,57039,60847,63610,70077,61434,253,43
AB,GMC,HUMMER EV,2026,New,19,130305,131722,135248,146218,149899,138066,15,60
AB,GMC,Savana,2026,New,48,58999,60859,61433,62054,64298,61864,5,60
AB,GMC,Sierra,2024,Used,10,53999,55990,56999,72990,80198,62996,97180,24
AB,GMC,Sierra,2026,New,67,69774,72412,84098,97540,111864,87445,15,39
AB,GMC,Sierra 1500,2017,Used,24,19634,21871,26390,29230,30684,25562,168196,34
AB,GMC,Sierra 1500,2018,Used,26,19990,23705,29334,33597,38995,28807,154382,36
AB,GMC,Sierra 1500,2019,Used,25,23931,32290,36888,39900,44167,35458,163391,37
AB,GMC,Sierra 1500,2020,Used,20,27177,30918,35998,40971,49026,36841,137251,22
AB,GMC,Sierra 1500,2021,Used,54,33992,36245,39662,44492,47969,40345,122112,28
AB,GMC,Sierra 1500,2022,Used,36,35984,39275,46502,55885,59732,47917,115984,42
AB,GMC,Sierra 1500,2023,Used,97,39009,43990,49999,57934,62275,51112,87500,30
AB,GMC,Sierra 1500,2024,Used,205,45892,49680,55995,60999,66696,56080,58205,29
AB,GMC,Sierra 1500,2025,Used,104,57073,62510,67352,71996,77695,67657,35394,35
AB,GMC,Sierra 1500,2026,New,2031,65292,70968,79872,89409,98387,80798,10,52
AB,GMC,Sierra 1500,2026,Used,219,67106,73736,80462,93138,98474,82896,827,39
AB,GMC,Sierra 1500 Limited,2022,Used,26,30247,36852,42300,45937,49949,41367,135847,34
AB,GMC,Sierra 2500HD,2024,Used,21,60480,70048,78885,87974,90500,79695,95474,29
AB,GMC,Sierra 2500HD,2026,New,239,86418,104616,110812,118842,126283,109948,12,46
AB,GMC,Sierra 2500HD,2026,Used,16,94986,104870,111598,114599,120523,109584,15026,47
AB,GMC,Sierra 3500,2026,New,29,94611,109613,113814,122456,124959,114090,10,58
AB,GMC,Sierra 3500HD,2023,Used,20,58447,67144,72746,77306,81147,71597,99974,32
AB,GMC,Sierra 3500HD,2024,Used,43,65127,70912,79999,89384,94869,80310,71839,52
AB,GMC,Sierra 3500HD,2025,Used,18,67724,76763,92593,96893,100119,88448,41531,30
AB,GMC,Sierra 3500HD,2026,New,849,95674,107733,111964,122274,124216,112907,10,52
AB,GMC,Sierra 3500HD,2026,Used,38,102707,108375,110373,119878,124440,113083,5014,39
AB,GMC,Terrain,2017,Used,11,10900,12000,14498,18955,19997,14937,132725,37
AB,GMC,Terrain,2018,Used,14,11950,13999,14994,17202,22053,15854,158958,27
AB,GMC,Terrain,2019,Used,20,15989,17975,19489,24691,25479,20880,116766,32
AB,GMC,Terrain,2020,Used,11,17999,19892,20704,23150,24988,21636,119169,15
AB,GMC,Terrain,2022,Used,49,22991,23999,27547,29890,31562,26946,76150,29
AB,GMC,Terrain,2023,Used,16,23745,26651,29248,31244,32752,28683,67088,36
AB,GMC,Terrain,2024,Used,88,25975,27999,30752,32989,34999,30697,52842,28
AB,GMC,Terrain,2026,New,98,40170,43692,47242,49672,51275,46624,15,55
AB,GMC,Terrain,2026,Used,62,35900,37695,38998,42016,46708,40221,27348,41
AB,GMC,Terrain,2027,New,279,43943,47555,50527,53605,54723,49993,10,17
AB,GMC,Terrain,2027,Used,19,42869,43666,46563,48234,54783,46970,6,37
AB,GMC,Yukon,2017,Used,10,20604,24208,26429,29369,31499,26663,212651,22
AB,GMC,Yukon,2019,Used,14,25938,30403,39048,42347,44173,37053,170112,36
AB,GMC,Yukon,2021,Used,20,42779,48006,53352,56416,61019,52394,139216,40
AB,GMC,Yukon,2022,Used,12,47954,55965,58343,60276,61896,57096,136134,54
AB,GMC,Yukon,2023,Used,29,57660,62999,70696,76186,84990,70681,97308,42
AB,GMC,Yukon,2024,Used,34,54749,72485,78990,86530,89841,77003,68744,44
AB,GMC,Yukon,2025,Used,18,91336,93474,96078,105838,109263,98768,23714,50
AB,GMC,Yukon,2026,New,553,105300,109995,118004,124995,135989,118929,10,51
AB,GMC,Yukon,2026,Used,33,109370,120112,125753,136063,141517,126061,3881,32
AB,GMC,is-new,2026,New,43,66992,79254,91995,97988,119164,91458,12,62
AB,Genesis,GV70,2026,Used,14,52988,53762,59746,66669,74282,61156,26242,24
AB,Honda,Accord,2026,New,84,44334,47714,49465,50372,51018,48483,10,54
AB,Honda,CR-V,2014,Used,11,11995,12700,15500,15974,15999,14466,184000,23
AB,Honda,CR-V,2015,Used,11,12910,13745,16555,18758,19888,16019,220059,35
AB,Honda,CR-V,2017,Used,19,18912,20371,22993,24554,25167,22156,130656,20
AB,Honda,CR-V,2018,Used,23,17598,21449,22993,26002,26930,23012,159583,37
AB,Honda,CR-V,2019,Used,24,21760,25962,26940,28918,29972,26727,118410,19
AB,Honda,CR-V,2020,Used,18,24147,27124,28997,30381,31354,28238,102436,24
AB,Honda,CR-V,2021,Used,23,25194,26996,29478,31722,32783,29363,105740,28
AB,Honda,CR-V,2022,Used,30,28445,29413,31116,33803,35059,31645,95578,50
AB,Honda,CR-V,2023,Used,45,31862,33987,35888,38228,41995,36322,75563,28
AB,Honda,CR-V,2024,Used,27,34299,37579,39488,41900,42638,39037,48211,33
AB,Honda,CR-V,2025,Used,58,37843,39989,42448,44999,47996,42616,35407,28
AB,Honda,CR-V,2026,New,1319,43375,46381,47926,51845,54345,48749,10,42
AB,Honda,CR-V,2026,Used,87,44556,46492,48988,51052,53390,48825,10747,52
AB,Honda,Civic,2016,Used,17,11765,14388,15900,17850,18935,15566,127462,22
AB,Honda,Civic,2017,Used,28,13797,15971,17500,19404,21292,17701,123277,22
AB,Honda,Civic,2018,Used,18,15635,17141,18974,21726,22960,19152,138433,38
AB,Honda,Civic,2019,Used,39,17546,18494,19995,22949,26035,21102,106047,22
AB,Honda,Civic,2020,Used,30,18978,20983,23995,25908,28089,23780,97079,24
AB,Honda,Civic,2021,Used,16,21098,21837,22996,25934,27242,23888,83911,38
AB,Honda,Civic,2022,Used,33,22097,23999,25900,27900,28831,25918,75347,24
AB,Honda,Civic,2023,Used,18,22037,22991,24999,28364,29998,25720,53754,24
AB,Honda,Civic,2024,Used,17,26900,27888,28390,33091,35170,30508,40945,37
AB,Honda,Civic,2025,Used,24,27996,29963,34102,35826,37394,33018,23280,33
AB,Honda,Civic,2026,New,416,33059,35817,38146,40188,42355,37755,10,39
AB,Honda,Civic,2026,Used,11,34158,36493,37774,40662,42474,38190,154,56
AB,Honda,Cr,2026,New,24,48278,48278,51866,53391,53391,51075,13,51
AB,Honda,HR-V,2026,New,19,38383,39211,41954,44533,44533,41714,25,61
AB,Honda,HR-V,2027,New,208,36373,39611,40730,42587,44384,40733,10,39
AB,Honda,Odyssey,2019,Used,10,22894,24244,28984,32995,34099,28783,151713,40
AB,Honda,Odyssey,2026,New,93,57599,60783,64304,65855,66344,63275,10,58
AB,Honda,Passport,2019,Used,12,26086,27724,29448,30676,32890,29343,92590,39
AB,Honda,Passport,2026,New,44,60570,62368,65605,66802,67157,64514,16,26
AB,Honda,Pilot,2016,Used,14,14469,18471,21948,25416,27630,21661,176849,30
AB,Honda,Pilot,2017,Used,14,21268,21977,23794,27868,29423,24448,144494,18
AB,Honda,Pilot,2019,Used,13,25178,27086,29977,33481,36509,29887,121215,22
AB,Honda,Pilot,2021,Used,10,28809,31002,37944,41218,41949,36157,91778,26
AB,Honda,Pilot,2022,Used,22,34890,37444,40417,41962,44444,39791,76006,34
AB,Honda,Pilot,2025,Used,18,55096,57150,58497,59900,62439,58701,31022,30
AB,Honda,Pilot,2026,New,162,65306,68107,69168,70054,70668,68391,10,51
AB,Honda,Ridgeline,2019,Used,15,25392,26276,29928,33448,36691,30091,149690,24
AB,Honda,Ridgeline,2026,New,87,57686,60424,63135,63464,65005,62023,10,47
AB,Hyundai,Elantra,2013,Used,11,4000,6000,6999,9734,11000,7608,134714,25
AB,Hyundai,Elantra,2015,Used,13,8069,8678,9998,11988,11997,10276,140035,23
AB,Hyundai,Elantra,2017,Used,12,9039,9676,12948,13624,13995,11783,132232,28
AB,Hyundai,Elantra,2018,Used,21,10500,11497,11999,15900,16900,13885,123442,24
AB,Hyundai,Elantra,2019,Used,11,7999,10750,11998,13422,13950,11865,165200,30
AB,Hyundai,Elantra,2020,Used,16,9650,12666,14442,15574,16938,13777,123522,38
AB,Hyundai,Elantra,2021,Used,21,15950,16900,17995,19995,20977,18499,113685,37
AB,Hyundai,Elantra,2022,Used,29,17708,17999,19249,21900,24190,20131,83461,37
AB,Hyundai,Elantra,2023,Used,41,16996,19605,20878,22145,23995,20937,78137,32
AB,Hyundai,Elantra,2024,Used,32,20805,21998,23997,25911,25999,23903,50069,32
AB,Hyundai,Elantra,2025,New,22,26439,29086,30988,36245,37493,31868,32,50
AB,Hyundai,Elantra,2025,Used,75,22991,23997,24999,27006,28948,25789,37317,38
AB,Hyundai,Elantra,2026,New,541,25398,27527,29866,33298,36028,30885,16,52
AB,Hyundai,IONIQ 5,2026,New,11,53275,54675,55293,63751,66249,57694,19,59
AB,Hyundai,IONIQ 9,2026,New,25,73393,75474,78877,83899,86420,78528,20,58
AB,Hyundai,Kona,2019,Used,14,15903,16223,17452,18748,20901,18107,117243,10
AB,Hyundai,Kona,2020,Used,13,15665,16500,19499,19977,21366,18779,109000,25
AB,Hyundai,Kona,2021,Used,14,17501,18913,19630,21666,23395,19862,103726,34
AB,Hyundai,Kona,2022,Used,21,16836,18111,19997,22988,24995,20795,113232,37
AB,Hyundai,Kona,2023,Used,12,19847,24416,24992,25493,26486,24335,69854,31
AB,Hyundai,Kona,2024,Used,19,24998,26996,28908,29995,31756,28925,53166,28
AB,Hyundai,Kona,2025,New,13,33007,33105,33327,35478,37063,34190,30,50
AB,Hyundai,Kona,2025,Used,62,27040,28980,30896,32994,34982,31224,34821,38
AB,Hyundai,Kona,2026,New,307,31994,34372,37974,39988,42079,37363,16,58
AB,Hyundai,Kona,2026,Used,24,30424,30986,31753,33916,35768,32508,11163,34
AB,Hyundai,Kona,2027,New,126,31689,32974,36599,40026,42646,36769,10,18
AB,Hyundai,Kona Electric,2026,New,32,41463,45363,47110,49064,50557,46743,15,23
AB,Hyundai,Palisade,2020,Used,20,19877,23746,26954,29242,30088,25964,134554,26
AB,Hyundai,Palisade,2021,Used,18,21422,25052,27953,31963,33122,27895,139914,38
AB,Hyundai,Palisade,2022,Used,19,29229,30448,33977,36746,39989,33981,95739,28
AB,Hyundai,Palisade,2023,Used,24,37297,38907,40204,41389,43025,39678,72148,60
AB,Hyundai,Palisade,2024,Used,19,38950,39648,41900,44082,45790,41966,61687,54
AB,Hyundai,Palisade,2025,Used,21,43179,44988,46059,48988,52999,47500,44562,37
AB,Hyundai,Palisade,2026,New,307,61933,64999,65349,67086,68933,65523,15,39
AB,Hyundai,Palisade,2026,Used,18,53262,54248,55992,63887,66585,58633,16658,36
AB,Hyundai,Palisade,2027,New,39,58608,67732,69374,70933,74156,67944,7,16
AB,Hyundai,Santa Cruz,2024,Used,16,32244,34908,36894,38221,39994,36670,44646,38
AB,Hyundai,Santa Cruz,2025,Used,13,37397,39900,39998,41558,42966,40163,45340,15
AB,Hyundai,Santa Fe,2013,Used,11,8500,9494,9999,10944,10999,9996,162916,21
AB,Hyundai,Santa Fe,2014,Used,14,6818,9038,10224,11641,13699,10290,168068,38
AB,Hyundai,Santa Fe,2015,Used,10,11460,11925,12339,14985,15049,13165,160092,25
AB,Hyundai,Santa Fe,2017,Used,24,14371,14958,15997,16920,17416,15815,128459,37
AB,Hyundai,Santa Fe,2018,Used,22,11066,13062,15994,18374,21799,16297,142061,27
AB,Hyundai,Santa Fe,2019,Used,28,12320,14412,18792,20371,21999,17757,142458,32
AB,Hyundai,Santa Fe,2020,Used,23,15180,16999,21698,22948,25052,20665,139793,32
AB,Hyundai,Santa Fe,2021,Used,15,21837,22494,26888,29241,31193,25535,97651,51
AB,Hyundai,Santa Fe,2022,Used,15,22976,25444,26888,28724,32232,27471,91329,38
AB,Hyundai,Santa Fe,2023,Used,28,28787,29916,31938,33927,35266,31914,66760,23
AB,Hyundai,Santa Fe,2024,Used,23,37562,39948,41907,42993,45972,41754,38800,50
AB,Hyundai,Santa Fe,2025,Used,28,37653,41385,44948,50176,52899,45519,30605,50
AB,Hyundai,Santa Fe,2026,New,285,46944,49975,55989,59576,60574,54498,15,50
AB,Hyundai,Santa Fe,2026,Used,10,42899,43265,46846,49977,52600,47510,16280,34
AB,Hyundai,Santa Fe XL,2017,Used,13,11430,12987,14999,17605,18451,14983,141000,21
AB,Hyundai,Sonata,2018,Used,10,11899,12490,14200,16346,16806,14256,134072,24
AB,Hyundai,Sonata,2021,Used,10,17356,19123,20296,21741,23978,20659,103114,40
AB,Hyundai,Sonata,2026,New,94,35444,37042,38372,39974,41501,38539,16,58
AB,Hyundai,Tucson,2016,Used,20,10834,12004,13749,14996,16099,13519,138176,36
AB,Hyundai,Tucson,2017,Used,57,11995,13900,14500,15999,17984,14906,143392,24
AB,Hyundai,Tucson,2018,Used,23,13590,14989,15995,16998,19098,16123,126245,31
AB,Hyundai,Tucson,2019,Used,28,14993,16870,19349,20124,21996,18723,123712,22
AB,Hyundai,Tucson,2021,Used,23,16920,18302,19996,22894,23995,20591,119195,31
AB,Hyundai,Tucson,2022,Used,28,20528,21996,23995,25221,28494,23849,102776,32
AB,Hyundai,Tucson,2023,Used,18,21206,24925,28740,29986,31087,27261,81424,38
AB,Hyundai,Tucson,2024,Used,34,27894,30116,31992,34935,38161,32495,53259,30
AB,Hyundai,Tucson,2025,New,12,38234,40811,41976,46012,48857,43093,52,50
AB,Hyundai,Tucson,2025,Used,71,30723,32696,34999,39496,45644,36652,32677,32
AB,Hyundai,Tucson,2026,New,1110,37275,40487,44998,48803,50349,44197,16,50
AB,Hyundai,Tucson,2026,Used,51,32989,35888,37085,41035,49825,39117,7351,58
AB,Hyundai,Venue,2023,Used,17,17780,18910,19759,20680,23379,20036,58862,43
AB,Hyundai,Venue,2024,Used,16,17684,18704,18999,20246,21997,19726,58478,54
AB,Hyundai,Venue,2025,New,11,24995,25347,25949,26280,26577,25670,34,50
AB,Hyundai,Venue,2025,Used,37,21556,22995,23999,24888,25980,23841,43000,24
AB,Hyundai,Venue,2026,New,167,24379,25321,26999,28966,29974,27230,17,50
AB,Infiniti,QX50,2025,New,16,45161,45161,46136,46361,46361,46342,10,62
AB,Infiniti,QX50,2025,Used,12,42361,42472,42955,43520,45119,43662,9512,62
AB,Infiniti,QX60,2024,Used,24,42088,43446,51094,54849,55691,49186,39046,62
AB,Infiniti,QX60,2025,Used,14,40242,41213,44468,52165,57319,47232,54098,59
AB,Infiniti,QX60,2026,New,44,64636,68020,70898,76132,77561,71641,11,62
AB,Infiniti,QX60,2027,New,49,73186,75446,76646,83561,84986,79653,12,54
AB,Infiniti,QX65,2027,New,77,73361,74446,75196,81496,81946,77545,15,36
AB,Infiniti,QX80,2026,New,19,96900,96900,109848,115376,126228,108030,10,62
AB,Infiniti,QX80,2027,New,22,114900,114900,130900,135900,141395,128329,10,43
AB,Jaguar,F-PACE,2026,Used,11,62495,63245,63995,64995,66995,64598,12531,53
AB,Jeep,Cherokee,2014,Used,12,7816,8675,9494,11968,12898,10010,175626,37
AB,Jeep,Cherokee,2015,Used,17,8500,10997,11798,14995,15323,12461,149524,15
AB,Jeep,Cherokee,2016,Used,27,9793,10993,13500,14996,17081,13305,164282,25
AB,Jeep,Cherokee,2017,Used,24,11858,13368,15278,15996,17999,14894,156294,35
AB,Jeep,Cherokee,2018,Used,17,9949,11950,12995,17888,21928,15051,157908,36
AB,Jeep,Cherokee,2019,Used,52,11960,15745,18515,22918,24801,18713,125124,34
AB,Jeep,Cherokee,2020,Used,28,16630,18375,21182,22996,24996,20742,132932,38
AB,Jeep,Cherokee,2021,Used,22,17089,18916,21468,23996,24999,21328,113872,32
AB,Jeep,Cherokee,2022,Used,22,22015,24584,26762,27976,29999,26463,101148,40
AB,Jeep,Cherokee,2026,New,918,45468,47630,51128,56185,58680,51760,15,55
AB,Jeep,Cherokee,2026,Used,30,43262,45388,48742,49998,54351,48326,3638,57
AB,Jeep,Compass,2017,Used,15,10397,12842,12999,17495,19481,14564,134108,22
AB,Jeep,Compass,2018,Used,36,12969,15680,16996,18808,20942,16790,126842,30
AB,Jeep,Compass,2019,Used,21,15708,17509,18509,19999,22887,18956,112644,23
AB,Jeep,Compass,2020,Used,13,15190,18500,19400,20995,21799,19478,114858,17
AB,Jeep,Compass,2021,Used,26,15994,17681,22086,25445,26448,21250,94248,38
AB,Jeep,Compass,2022,Used,35,19940,21984,24692,25441,28595,24229,86809,38
AB,Jeep,Compass,2023,Used,19,19796,25884,27900,29726,31590,27113,53607,39
AB,Jeep,Compass,2024,Used,86,24899,26826,28782,30993,33967,29282,35904,38
AB,Jeep,Compass,2025,New,24,31995,32141,32900,35988,37679,34207,21,63
AB,Jeep,Compass,2025,Used,82,27500,28812,30940,33586,37588,31858,12752,54
AB,Jeep,Compass,2026,New,646,34418,37990,42261,45056,48490,41742,16,55
AB,Jeep,Compass,2026,Used,32,33458,37345,40150,45288,48238,40956,6684,53
AB,Jeep,Gladiator,2020,Used,13,30030,30990,34888,36909,39510,33944,114982,37
AB,Jeep,Gladiator,2021,Used,17,33690,37499,39925,42488,43963,39453,103776,37
AB,Jeep,Gladiator,2023,Used,19,37628,39940,46143,49943,51316,45385,41302,53
AB,Jeep,Gladiator,2026,New,279,52951,56488,60580,65506,77262,62553,15,55
AB,Jeep,Grand Cherokee,2014,Used,12,12988,12997,15398,19425,24591,17463,171413,32
AB,Jeep,Grand Cherokee,2015,Used,20,9994,11375,15175,19915,21145,15525,181361,37
AB,Jeep,Grand Cherokee,2017,Used,36,14493,16201,17788,23224,26992,19479,157808,38
AB,Jeep,Grand Cherokee,2018,Used,36,15494,19358,21750,23549,24948,23027,120714,40
AB,Jeep,Grand Cherokee,2019,Used,41,17999,18995,23878,27587,29900,25077,128949,32
AB,Jeep,Grand Cherokee,2020,Used,44,19984,23999,26453,32116,41405,29404,120766,34
AB,Jeep,Grand Cherokee,2021,Used,74,23688,25812,28986,32323,36995,32151,111690,38
AB,Jeep,Grand Cherokee,2022,Used,38,28787,31704,33992,43095,45693,37491,84255,38
AB,Jeep,Grand Cherokee,2023,Used,75,32999,35802,42622,47993,52116,42261,50641,53
AB,Jeep,Grand Cherokee,2024,Used,75,37155,39242,41975,46798,52865,43494,63324,55
